,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,trending,snap_id,maven_id,maven_url,dnf_id,yay_id,new_addition
156,Ax,facebook/Ax,hyperopt,,https://github.com/facebook/Ax,https://github.com/facebook/Ax,MIT,2019-02-09 15:23:44.000,2024-08-19 09:43:05.000000,2024-08-16 22:36:08,3179.0,129.0,293.0,70.0,1920.0,15.0,707.0,2329.0,Adaptive Experimentation Platform.,170.0,34,True,2024-07-23 19:07:14,0.4.1,41.0,ax-platform,conda-forge/ax-platform,,['pytorch'],,97181.0,774.0,774.0,https://pypi.org/project/ax-platform,96543.0,https://anaconda.org/conda-forge/ax-platform,2024-07-24 14:52:58.388,24259.0,1.0,,,,,,,,,,,,,,,,,,,,
157,snakemake,snakemake/snakemake,ml-experiments,,https://github.com/snakemake/snakemake,https://github.com/snakemake/snakemake,MIT,2015-10-17 15:43:54.867,2024-08-19 12:28:51.000000,2024-08-19 12:28:06,5244.0,63.0,511.0,19.0,1340.0,1023.0,668.0,2211.0,"This is the development home of the workflow management system Snakemake. For general information, see.",337.0,34,True,2024-08-19 12:28:51,8.18.1,266.0,snakemake,bioconda/snakemake,,,,98895.0,2045.0,2045.0,https://pypi.org/project/snakemake,88184.0,https://anaconda.org/bioconda/snakemake,2024-08-14 07:44:57.346,1135417.0,2.0,,,,,,,,,,,,,,,,,,,,
158,ArcGIS API,Esri/arcgis-python-api,geospatial-data,,https://github.com/Esri/arcgis-python-api,https://github.com/Esri/arcgis-python-api,Apache-2.0,2016-03-16 01:09:14.000,2024-08-16 23:13:24.000000,2024-08-16 15:45:34,4367.0,71.0,1071.0,152.0,1190.0,59.0,683.0,1854.0,Documentation and samples for ArcGIS API for Python.,91.0,34,True,2024-07-09 18:02:58,2.3.1,35.0,arcgis,,,,11963.0,74460.0,808.0,808.0,https://pypi.org/project/arcgis,74335.0,,,,2.0,esridocker/arcgis-api-python-notebook,https://hub.docker.com/r/esridocker/arcgis-api-python-notebook,,,,,,,,,,,,,,,,,,
159,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,BSD-3-Clause,2012-08-03 07:43:59.000,2024-08-05 19:58:48.000000,2024-08-05 19:58:47,3062.0,33.0,353.0,55.0,1179.0,278.0,965.0,1397.0,Cartopy - a cartographic python library with matplotlib support.,127.0,34,True,2024-04-10 17:45:12,0.23.0,25.0,cartopy,conda-forge/cartopy,,,,283068.0,5408.0,5408.0,https://pypi.org/project/cartopy,283068.0,https://anaconda.org/conda-forge/cartopy,,,2.0,,,,,,,,,,,,,,,,,,,,
160,Wand,emcconville/wand,image,,https://github.com/emcconville/wand,https://github.com/emcconville/wand,MIT,2011-09-30 21:36:38.000,2024-07-08 02:24:05.000000,2024-02-11 16:39:29,1856.0,,199.0,32.0,212.0,20.0,401.0,1386.0,The ctypes-based simple ImageMagick binding for Python.,104.0,34,True,2023-11-04 01:41:17,0.6.13,25.0,wand,conda-forge/wand,,,48876.0,773571.0,19444.0,19444.0,https://pypi.org/project/wand,771762.0,https://anaconda.org/conda-forge/wand,2023-06-16 16:16:46.218,66068.0,2.0,,,,,,,,,,,,,,,,,,,,
161,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2024-08-17 16:44:11.000000,2024-08-07 13:03:35,2883.0,48.0,243.0,35.0,224.0,42.0,508.0,1279.0,Python interface for igraph.,75.0,34,False,2024-07-08 23:36:26,0.11.6,30.0,python-igraph,conda-forge/igraph,,,563826.0,198498.0,4073.0,4073.0,https://pypi.org/project/python-igraph,180342.0,https://anaconda.org/conda-forge/igraph,2024-06-28 12:12:37.634,577381.0,1.0,,,,,,,,,,,,,,,,,,,,
162,tinygrad,geohot/tinygrad,pytorch-utils,,https://github.com/tinygrad/tinygrad,https://github.com/tinygrad/tinygrad,MIT,2020-10-18 16:23:12.000,2024-08-19 12:59:30.000000,2024-08-19 12:35:51,5662.0,1176.0,2783.0,270.0,5399.0,99.0,599.0,25730.0,You like pytorch? You like micrograd? You love tinygrad!.,331.0,33,True,2024-08-13 23:19:48,0.9.2,8.0,,,,['pytorch'],,,91.0,91.0,,,,,,1.0,,,,,,tinygrad/tinygrad,,,,,,,,,,,,,,
163,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,,2017-09-01 00:36:51.000,2024-08-19 13:17:00.000000,2024-08-19 13:17:00,2326.0,34.0,5242.0,509.0,170.0,1085.0,1369.0,22510.0,State-of-the-art 2D and 3D Face Analysis Project.,60.0,33,False,2023-04-02 07:43:27,0.7,1.0,insightface,,,['mxnet'],4246990.0,592196.0,2534.0,2534.0,https://pypi.org/project/insightface,326760.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
164,qdrant,qdrant/qdrant,nlp,,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,Apache-2.0,2020-05-30 21:37:01.000,2024-08-19 11:44:37.000000,2024-08-12 14:29:32,3158.0,460.0,1310.0,118.0,3461.0,223.0,961.0,19495.0,"Qdrant - High-performance, massive-scale Vector Database for the next generation of AI. Also available in the cloud..",115.0,33,True,2024-08-12 16:33:53,1.11.0,78.0,,,,,116780.0,2919.0,114.0,114.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
165,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2024-07-25 20:32:21.000000,2021-07-29 23:17:25,531.0,,1756.0,263.0,117.0,99.0,535.0,11461.0,Lime: Explaining the predictions of any machine learning classifier.,62.0,33,False,2020-04-03 22:05:03,0.2.0.0,18.0,lime,conda-forge/lime,,,,319237.0,6078.0,6078.0,https://pypi.org/project/lime,316804.0,https://anaconda.org/conda-forge/lime,2023-06-16 13:18:57.655,223877.0,1.0,,,,,,,,,,,,,,,,,,,,
166,Ludwig,ludwig-ai/ludwig,ml-frameworks,,https://github.com/ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig,Apache-2.0,2018-12-27 23:58:12.000,2024-08-12 22:24:02.000000,2024-08-06 14:44:04,3856.0,7.0,1140.0,193.0,2862.0,296.0,766.0,11052.0,"Low-code framework for building custom LLMs, neural networks, and other AI models.",156.0,33,True,2024-07-30 00:11:51,0.10.4,51.0,ludwig,,,['tensorflow'],,2653.0,269.0,269.0,https://pypi.org/project/ludwig,2653.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
167,fuzzywuzzy,seatgeek/fuzzywuzzy,nlp,,https://github.com/seatgeek/fuzzywuzzy,https://github.com/seatgeek/fuzzywuzzy,GPL-2.0,2011-07-08 19:32:34.000,2023-06-16 13:22:53.603000,2021-09-09 20:54:41,384.0,,870.0,259.0,148.0,83.0,104.0,9200.0,Fuzzy String Matching in Python.,70.0,33,False,2020-02-13 22:14:12,0.18.0,23.0,fuzzywuzzy,conda-forge/fuzzywuzzy,,,,7099297.0,26358.0,26358.0,https://pypi.org/project/fuzzywuzzy,7093612.0,https://anaconda.org/conda-forge/fuzzywuzzy,2023-06-16 13:22:53.603,551469.0,2.0,,,,,,,,,,,,,,,,,,,,
168,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,ml-frameworks,,https://github.com/VowpalWabbit/vowpal_wabbit,https://github.com/VowpalWabbit/vowpal_wabbit,BSD-3-Clause,2009-07-31 19:36:58.000,2024-08-14 18:03:22.451000,2024-08-01 18:55:53,10421.0,7.0,1861.0,351.0,3428.0,128.0,1139.0,8449.0,Vowpal Wabbit is a machine learning system which pushes the frontier of machine learning with techniques such as..,337.0,33,True,2024-08-01 19:02:07,9.10.0,30.0,vowpalwabbit,conda-forge/vowpalwabbit,,,,87004.0,,,https://pypi.org/project/vowpalwabbit,82702.0,https://anaconda.org/conda-forge/vowpalwabbit,2024-08-14 18:03:22.451,197929.0,2.0,,,,,,,,,,,,,,,,,,,,
169,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,https://github.com/bayesian-optimization/BayesianOptimization,https://github.com/bayesian-optimization/BayesianOptimization,MIT,2014-06-06 08:18:56.000,2024-08-09 17:05:43.000000,2024-07-23 07:44:51,373.0,13.0,1470.0,129.0,156.0,13.0,345.0,7725.0,A Python implementation of global optimization with gaussian processes.,47.0,33,True,2024-07-10 12:01:51,1.5.1,15.0,bayesian-optimization,,,,155.0,419969.0,2854.0,2854.0,https://pypi.org/project/bayesian-optimization,419968.0,,,,1.0,,,,,,bayesian-optimization/BayesianOptimization,,,,,,,,,,,,,,
170,AutoGluon,autogluon/autogluon,hyperopt,,https://github.com/autogluon/autogluon,https://github.com/autogluon/autogluon,Apache-2.0,2019-07-29 18:51:24.000,2024-08-19 12:59:37.000000,2024-08-19 07:23:53,2285.0,72.0,880.0,100.0,2559.0,315.0,1062.0,7563.0,Fast and Accurate ML in 3 Lines of Code.,125.0,33,True,2024-06-14 20:28:33,1.1.1,33.0,autogluon,conda-forge/autogluon,https://auto.gluon.ai,"['pytorch', 'sklearn']",,107127.0,788.0,788.0,https://pypi.org/project/autogluon,106117.0,https://anaconda.org/conda-forge/autogluon,2024-06-18 07:07:41.213,16259.0,1.0,autogluon/autogluon,https://hub.docker.com/r/autogluon/autogluon,2024-03-07 07:21:23.461952,17.0,9502.0,,,,,,,,,,,,,,,
171,Autograd,HIPS/autograd,others,,https://github.com/HIPS/autograd,https://github.com/HIPS/autograd,MIT,2014-11-24 15:50:23.000,2024-08-14 15:03:07.000000,2024-08-14 15:03:07,1424.0,5.0,868.0,216.0,225.0,162.0,235.0,6892.0,Efficiently computes derivatives of numpy code.,58.0,33,True,2015-03-05 19:30:11,1.0,7.0,autograd,conda-forge/autograd,,,,1763388.0,9139.0,9139.0,https://pypi.org/project/autograd,1745588.0,https://anaconda.org/conda-forge/autograd,2023-06-26 15:21:38.267,462805.0,2.0,,,,,,,,,,,,,,,,,,,,
172,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2024-08-19 12:33:43.000000,2024-08-15 22:23:38,32488.0,44.0,1973.0,385.0,6858.0,2759.0,6649.0,6840.0,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",268.0,33,True,,,,h2o,,,,,318692.0,21.0,21.0,https://pypi.org/project/h2o,318692.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
173,InterpretML,interpretml/interpret,interpretability,,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000,2024-08-16 09:45:09.000000,2024-08-16 09:44:25,3306.0,170.0,711.0,144.0,121.0,98.0,341.0,6170.0,Fit interpretable models. Explain blackbox machine learning.,46.0,33,True,2024-08-07 19:00:36,0.6.3,45.0,interpret,,,['jupyter'],,80502.0,721.0,721.0,https://pypi.org/project/interpret,80502.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
174,aim,aimhubio/aim,ml-experiments,,https://github.com/aimhubio/aim,https://github.com/aimhubio/aim,Apache-2.0,2019-05-31 18:25:07.000,2024-08-18 20:02:02.000000,2024-08-14 06:12:40,2207.0,29.0,310.0,43.0,2176.0,345.0,664.0,5088.0,Aim An easy-to-use & supercharged open-source experiment tracker.,76.0,33,True,2024-08-14 09:46:54,3.24.0,65.0,aim,conda-forge/aim,,,,503907.0,645.0,645.0,https://pypi.org/project/aim,502235.0,https://anaconda.org/conda-forge/aim,2024-06-14 16:22:37.168,61872.0,2.0,,,,,,,,,,,,,,,,,,,,
175,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2024-08-19 07:55:41.000000,2024-08-16 23:24:01,1112.0,22.0,475.0,261.0,796.0,199.0,337.0,4758.0,Model interpretability and understanding for PyTorch.,115.0,33,True,2023-12-05 09:21:02,0.7.0,9.0,captum,conda-forge/captum,,['pytorch'],,277903.0,2278.0,2278.0,https://pypi.org/project/captum,276316.0,https://anaconda.org/conda-forge/captum,2023-06-16 19:28:19.191,50787.0,1.0,,,,,,,,,,,,,,,,,,,,
176,STUMPY,TDAmeritrade/stumpy,time-series-data,,https://github.com/TDAmeritrade/stumpy,https://github.com/TDAmeritrade/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000,2024-08-16 14:16:04.000000,2024-08-16 14:16:04,1353.0,51.0,313.0,60.0,243.0,56.0,444.0,3568.0,STUMPY is a powerful and scalable Python library for modern time series analysis.,41.0,33,True,2024-07-09 04:43:23,1.13.0,27.0,stumpy,conda-forge/stumpy,,,,370016.0,846.0,846.0,https://pypi.org/project/stumpy,349799.0,https://anaconda.org/conda-forge/stumpy,2024-07-09 04:54:55.949,1010852.0,1.0,,,,,,,,,,,,,,,,,,,,
177,VisPy,vispy/vispy,data-viz,,https://github.com/vispy/vispy,https://github.com/vispy/vispy,,2013-03-21 18:43:22.000,2024-08-07 11:43:29.000000,2024-08-07 11:43:29,7395.0,17.0,608.0,115.0,1180.0,321.0,1116.0,3282.0,High-performance interactive 2D/3D data visualization library.,197.0,33,False,2024-06-17 12:39:47,0.14.3,37.0,vispy,conda-forge/vispy,,['jupyter'],,190037.0,1639.0,1639.0,https://pypi.org/project/vispy,177985.0,https://anaconda.org/conda-forge/vispy,2024-06-17 18:49:49.669,564807.0,2.0,,,,,,,vispy,https://www.npmjs.com/package/vispy,35.0,,,,,,,,,,,
178,Thinc,explosion/thinc,ml-frameworks,,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000,2024-07-31 10:32:06.000000,2024-06-03 20:04:41,5325.0,1.0,270.0,78.0,796.0,18.0,125.0,2812.0,"A refreshing functional take on deep learning, compatible with your favorite libraries.",63.0,33,True,2024-07-31 10:46:43,release-v8.3.0,81.0,thinc,conda-forge/thinc,,,51.0,8586999.0,51360.0,51360.0,https://pypi.org/project/thinc,8528480.0,https://anaconda.org/conda-forge/thinc,2024-07-14 15:52:37.957,2984480.0,2.0,,,,,,,,,,,,,,,,,,,,
179,hdbscan,scikit-learn-contrib/hdbscan,others,,https://github.com/scikit-learn-contrib/hdbscan,https://github.com/scikit-learn-contrib/hdbscan,BSD-3-Clause,2015-04-22 13:32:37.000,2024-08-15 21:14:21.000000,2024-08-15 21:14:21,1029.0,28.0,462.0,56.0,145.0,339.0,170.0,2746.0,A high performance implementation of HDBSCAN clustering.,92.0,33,True,2024-08-05 22:10:29,release-0.8.38-1,52.0,hdbscan,conda-forge/hdbscan,,['sklearn'],,636218.0,3910.0,3910.0,https://pypi.org/project/hdbscan,591124.0,https://anaconda.org/conda-forge/hdbscan,2024-08-14 05:14:15.129,2074335.0,2.0,,,,,,,,,,,,,,,,,,,,
180,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2024-06-05 12:17:25.116000,2021-10-12 13:32:38,1570.0,,516.0,63.0,546.0,254.0,393.0,2736.0,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,33,False,2021-10-12 15:33:19,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,920447.0,6342.0,6342.0,https://pypi.org/project/scikit-optimize,905087.0,https://anaconda.org/conda-forge/scikit-optimize,2024-06-05 12:17:25.116,737281.0,1.0,,,,,,,,,,,,,,,,,,,,
181,pgmpy,pgmpy/pgmpy,probabilistics,,https://github.com/pgmpy/pgmpy,https://github.com/pgmpy/pgmpy,MIT,2013-09-20 08:18:58.000,2024-08-14 19:45:19.000000,2024-08-14 19:45:19,2979.0,28.0,682.0,74.0,892.0,257.0,631.0,2683.0,"Python Library for learning (Structure and Parameter), inference (Probabilistic and Causal), and simulations in..",127.0,33,True,2024-08-09 17:03:45,0.1.26,16.0,pgmpy,,,,495.0,61545.0,1117.0,1117.0,https://pypi.org/project/pgmpy,61536.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
182,Lifelines,CamDavidsonPilon/lifelines,medical-data,,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000,2024-06-27 16:03:16.815000,2024-06-26 15:35:26,2300.0,7.0,540.0,69.0,483.0,253.0,709.0,2333.0,Survival analysis in Python.,118.0,33,True,2024-06-26 15:36:26,0.29.0,100.0,lifelines,conda-forge/lifelines,,,,694760.0,2774.0,2774.0,https://pypi.org/project/lifelines,687773.0,https://anaconda.org/conda-forge/lifelines,2024-06-27 16:03:16.815,356384.0,2.0,,,,,,,,,,,,,,,,,,,,
183,huggingface_hub,huggingface/huggingface_hub,model-serialisation,,https://github.com/huggingface/huggingface_hub,https://github.com/huggingface/huggingface_hub,Apache-2.0,2020-12-22 10:20:28.000,2024-08-19 13:06:13.000000,2024-08-16 16:26:42,1513.0,105.0,497.0,59.0,1457.0,125.0,754.0,1924.0,The official Python client for the Huggingface Hub.,183.0,33,True,2024-07-31 09:03:47,0.24.5,82.0,huggingface_hub,conda-forge/huggingface_hub,,,,39097708.0,,,https://pypi.org/project/huggingface_hub,39049597.0,https://anaconda.org/conda-forge/huggingface_hub,2024-08-02 15:49:38.005,2020663.0,2.0,,,,,,,,,,,,,,,,,,,,
184,Graphviz,xflr6/graphviz,data-viz,,https://github.com/xflr6/graphviz,https://github.com/xflr6/graphviz,MIT,2014-01-12 17:49:29.000,2024-05-13 18:30:44.000000,2024-05-13 18:28:50,1241.0,,206.0,32.0,47.0,10.0,166.0,1611.0,Simple Python interface for Graphviz.,22.0,33,True,,,12.0,graphviz,anaconda/python-graphviz,,,,12775873.0,71151.0,71151.0,https://pypi.org/project/graphviz,12775327.0,https://anaconda.org/anaconda/python-graphviz,2024-04-08 21:04:04.101,48099.0,2.0,,,,,,,,,,,,,,,,,,,,
185,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2024-08-18 10:58:05.000000,2024-07-22 07:57:37,1193.0,9.0,348.0,68.0,615.0,251.0,358.0,1481.0,A Jupyter - Leaflet.js bridge.,90.0,33,True,2024-07-22 08:00:52,0.19.2,73.0,ipyleaflet,conda-forge/ipyleaflet,,['jupyter'],,222597.0,10463.0,10463.0,https://pypi.org/project/ipyleaflet,192014.0,https://anaconda.org/conda-forge/ipyleaflet,2024-07-22 12:26:50.743,1225901.0,2.0,,,,,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,6546.0,,,,,,,,,,,
186,NiBabel,nipy/nibabel,medical-data,,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,,2010-07-22 16:28:30.000,2024-08-13 00:14:45.000000,2024-07-26 13:09:43,5902.0,44.0,249.0,37.0,823.0,103.0,404.0,642.0,Python package to access a cacophony of neuro-imaging file formats.,104.0,33,False,2024-02-27 04:17:30,5.2.1,40.0,nibabel,conda-forge/nibabel,,,,658563.0,20837.0,20837.0,https://pypi.org/project/nibabel,643577.0,https://anaconda.org/conda-forge/nibabel,2024-02-27 14:41:50.570,749321.0,2.0,,,,,,,,,,,,,,,,,,,,
187,MindsDB,mindsdb/mindsdb,ml-frameworks,,https://github.com/mindsdb/mindsdb,https://github.com/mindsdb/mindsdb,,2018-08-02 17:56:45.000,2024-08-19 11:53:55.000000,2024-08-15 09:50:57,18576.0,265.0,4782.0,397.0,5270.0,111.0,3766.0,26020.0,The platform for building AI from enterprise data.,837.0,32,False,2024-08-13 11:29:37,24.8.2.0,100.0,mindsdb,,,['pytorch'],,12818.0,,,https://pypi.org/project/mindsdb,12818.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
188,Prophet,facebook/prophet,time-series-data,,https://github.com/facebook/prophet,https://github.com/facebook/prophet,MIT,2016-11-16 01:50:08.000,2024-08-17 12:20:13.000000,2024-05-18 14:08:15,800.0,,4447.0,448.0,455.0,409.0,1729.0,18189.0,Tool for producing high quality forecasts for time series data that has multiple seasonality with linear or non-linear..,179.0,32,True,2023-10-10 12:57:04,1.1.5,16.0,fbprophet,conda-forge/prophet,,,2718.0,348684.0,21.0,21.0,https://pypi.org/project/fbprophet,318006.0,https://anaconda.org/conda-forge/prophet,2023-10-20 01:36:39.935,1225953.0,2.0,,,,,,,,,,,,,,,,,,,,
189,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2024-02-13 08:02:51.000000,2020-10-14 16:36:49,6226.0,,4179.0,1006.0,1869.0,326.0,658.0,17408.0,"Zipline, a Pythonic Algorithmic Trading Library.",161.0,32,False,2020-10-05 15:43:07,1.4.1,13.0,zipline,conda-forge/zipline,,,,2607.0,1006.0,1006.0,https://pypi.org/project/zipline,2428.0,https://anaconda.org/conda-forge/zipline,2023-06-16 19:21:35.991,8421.0,1.0,,,,,,,,,,,,,,,,,,,,
190,tensor2tensor,tensorflow/tensor2tensor,tensorflow-utils,,https://github.com/tensorflow/tensor2tensor,https://github.com/tensorflow/tensor2tensor,Apache-2.0,2017-06-15 16:57:39.000,2023-06-02 18:55:09.000000,2023-04-01 10:19:28,4379.0,,3394.0,466.0,671.0,575.0,672.0,15253.0,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,244.0,32,False,2020-06-17 16:10:01,1.15.7,75.0,tensor2tensor,,,['tensorflow'],,6907.0,1504.0,1504.0,https://pypi.org/project/tensor2tensor,6907.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
191,Turi Create,apple/turicreate,ml-frameworks,,https://github.com/apple/turicreate,https://github.com/apple/turicreate,BSD-3-Clause,2017-12-01 00:42:04.000,2023-11-01 06:14:06.000000,2021-11-29 19:55:31,1571.0,,1127.0,338.0,1683.0,502.0,1294.0,11190.0,Turi Create simplifies the development of custom machine learning models.,87.0,32,False,2020-09-30 22:44:07,6.4.1,30.0,turicreate,,,,10408.0,14932.0,374.0,374.0,https://pypi.org/project/turicreate,14802.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
192,ParlAI,facebookresearch/ParlAI,nlp,,https://github.com/facebookresearch/ParlAI,https://github.com/facebookresearch/ParlAI,MIT,2017-04-24 17:10:44.000,2023-11-03 14:30:00.000000,2023-11-03 14:30:00,4358.0,,2036.0,284.0,3401.0,50.0,1494.0,10456.0,A framework for training and evaluating AI models on a variety of openly available dialogue datasets.,218.0,32,True,2023-06-06 20:16:41,1.7.2,23.0,parlai,,,['pytorch'],,3423.0,252.0,252.0,https://pypi.org/project/parlai,3423.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
193,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/google-deepmind/sonnet,https://github.com/google-deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2024-07-30 21:21:24.000000,2024-04-08 20:21:10,864.0,,1281.0,423.0,88.0,32.0,161.0,9734.0,TensorFlow-based neural network library.,59.0,32,True,2024-01-02 11:08:14,2.0.2,13.0,dm-sonnet,conda-forge/sonnet,,['tensorflow'],,14992.0,1329.0,1329.0,https://pypi.org/project/dm-sonnet,14425.0,https://anaconda.org/conda-forge/sonnet,2023-06-16 16:19:12.602,32327.0,3.0,,,,,,google-deepmind/sonnet,,,,,,,,,,,,,,
194,TPOT,EpistasisLab/tpot,hyperopt,,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000,2024-07-25 10:51:05.000000,2024-02-23 19:03:07,2440.0,,1529.0,287.0,434.0,279.0,639.0,9633.0,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,121.0,32,False,2024-02-23 19:05:48,0.12.2,30.0,tpot,conda-forge/tpot,,['sklearn'],,47268.0,2905.0,2905.0,https://pypi.org/project/tpot,41967.0,https://anaconda.org/conda-forge/tpot,2024-02-26 15:57:08.680,265094.0,2.0,,,,,,,,,,,,,,,,,,,,
